sigma_tot_up52,,sigma_tot_up72,,sigma_HI,,sigma_H2,,vcirc_kam,,vcirc_koch,,sigma_sfr,
r kpc,sigma_tot_up52,r kpc,sigma_tot_up72,r kpc,sigma_HI,r kpc,sigma_H2,r kpc,kms_vcirc_Kam,arcsec_r,kms_vcirc_Koch,r kpc,sigma_sfr
12.23877612,0.28192034,12.23877612,0.39035124,,,,,,,,,,
12.24077592,0.281604231,12.24077592,0.389913551,,,,,,,,,,
12.24277572,0.281288477,12.24277572,0.389476352,,,,,,,,,,
12.24477552,0.280973076,12.24477552,0.389039644,,,,,,,,,,
12.24677532,0.280658029,12.24677532,0.388603425,,,,,,,,,,
12.24877512,0.280343336,12.24877512,0.388167696,,,,,,,,,,
12.25077492,0.280028995,12.25077492,0.387732455,,,,,,,,,,
12.25277472,0.279715007,12.25277472,0.387297702,,,,,,,,,,
12.25477452,0.279401371,12.25477452,0.386863436,,,,,,,,,,
12.25677432,0.279088086,12.25677432,0.386429658,,,,,,,,,,
12.25877412,0.278775153,12.25877412,0.385996365,,,,,,,,,,
12.26077392,0.27846257,12.26077392,0.385563559,,,,,,,,,,
12.26277372,0.278150339,12.26277372,0.385131238,,,,,,,,,,
12.26477352,0.277838457,12.26477352,0.384699402,,,,,,,,,,
12.26677332,0.277526925,12.26677332,0.38426805,,,,,,,,,,
12.26877312,0.277215742,12.26877312,0.383837181,,,,,,,,,,
12.27077292,0.276904908,12.27077292,0.383406796,,,,,,,,,,
12.27277272,0.276594423,12.27277272,0.382976893,,,,,,,,,,
12.27477252,0.276284286,12.27477252,0.382547473,,,,,,,,,,
12.27677232,0.275974496,12.27677232,0.382118533,,,,,,,,,,
12.27877212,0.275665054,12.27877212,0.381690075,,,,,,,,,,
12.28077192,0.275355959,12.28077192,0.381262097,,,,,,,,,,
12.28277172,0.275047211,12.28277172,0.380834599,,,,,,,,,,
12.28477152,0.274738808,12.28477152,0.380407581,,,,,,,,,,
12.28677132,0.274430752,12.28677132,0.379981041,,,,,,,,,,
12.28877112,0.274123041,12.28877112,0.379554979,,,,,,,,,,
12.29077092,0.273815675,12.29077092,0.379129396,,,,,,,,,,
12.29277072,0.273508653,12.29277072,0.378704289,,,,,,,,,,
12.29477052,0.273201976,12.29477052,0.378279659,,,,,,,,,,
12.29677032,0.272895643,12.29677032,0.377855505,,,,,,,,,,
12.29877012,0.272589653,12.29877012,0.377431827,,,,,,,,,,
12.30076992,0.272284006,12.30076992,0.377008624,,,,,,,,,,
12.30276972,0.271978702,12.30276972,0.376585895,,,,,,,,,,
12.30476952,0.27167374,12.30476952,0.376163641,,,,,,,,,,
12.30676932,0.271369121,12.30676932,0.375741859,,,,,,,,,,
12.30876912,0.271064843,12.30876912,0.375320551,,,,,,,,,,
12.31076892,0.270760906,12.31076892,0.374899715,,,,,,,,,,
12.31276872,0.270457309,12.31276872,0.374479351,,,,,,,,,,
12.31476852,0.270154054,12.31476852,0.374059459,,,,,,,,,,
12.31676832,0.269851138,12.31676832,0.373640037,,,,,,,,,,
12.31876812,0.269548562,12.31876812,0.373221085,,,,,,,,,,
12.32076792,0.269246325,12.32076792,0.372802604,,,,,,,,,,
12.32276772,0.268944427,12.32276772,0.372384591,,,,,,,,,,
12.32476752,0.268642867,12.32476752,0.371967047,,,,,,,,,,
12.32676732,0.268341646,12.32676732,0.371549972,,,,,,,,,,
12.32876712,0.268040763,12.32876712,0.371133364,,,,,,,,,,
12.33076692,0.267740216,12.33076692,0.370717223,,,,,,,,,,
12.33276672,0.267440007,12.33276672,0.370301548,,,,,,,,,,
12.33476652,0.267140135,12.33476652,0.36988634,,,,,,,,,,
12.33676632,0.266840598,12.33676632,0.369471598,,,,,,,,,,
12.33876612,0.266541398,12.33876612,0.36905732,,,,,,,,,,
12.34076592,0.266242533,12.34076592,0.368643507,,,,,,,,,,
12.34276572,0.265944003,12.34276572,0.368230158,,,,,,,,,,
12.34476552,0.265645808,12.34476552,0.367817272,,,,,,,,,,
12.34676532,0.265347947,12.34676532,0.36740485,,,,,,,,,,
12.34876512,0.26505042,12.34876512,0.366992889,,,,,,,,,,
12.35076492,0.264753227,12.35076492,0.366581391,,,,,,,,,,
12.35276472,0.264456367,12.35276472,0.366170354,,,,,,,,,,
12.35476452,0.26415984,12.35476452,0.365759778,,,,,,,,,,
12.35676432,0.263863645,12.35676432,0.365349662,,,,,,,,,,
12.35876412,0.263567783,12.35876412,0.364940007,,,,,,,,,,
12.36076392,0.263272252,12.36076392,0.36453081,,,,,,,,,,
12.36276372,0.262977052,12.36276372,0.364122073,,,,,,,,,,
12.36476352,0.262682184,12.36476352,0.363713793,,,,,,,,,,
12.36676332,0.262387646,12.36676332,0.363305972,,,,,,,,,,
12.36876312,0.262093439,12.36876312,0.362898607,,,,,,,,,,
12.37076292,0.261799561,12.37076292,0.3624917,,,,,,,,,,
12.37276272,0.261506013,12.37276272,0.362085249,,,,,,,,,,
12.37476252,0.261212794,12.37476252,0.361679253,,,,,,,,,,
12.37676232,0.260919904,12.37676232,0.361273713,,,,,,,,,,
12.37876212,0.260627342,12.37876212,0.360868627,,,,,,,,,,
12.38076192,0.260335108,12.38076192,0.360463996,,,,,,,,,,
12.38276172,0.260043202,12.38276172,0.360059818,,,,,,,,,,
12.38476152,0.259751623,12.38476152,0.359656094,,,,,,,,,,
12.38676132,0.259460372,12.38676132,0.359252822,,,,,,,,,,
12.38876112,0.259169446,12.38876112,0.358850003,,,,,,,,,,
12.39076092,0.258878847,12.39076092,0.358447635,,,,,,,,,,
12.39276072,0.258588574,12.39276072,0.358045718,,,,,,,,,,
12.39476052,0.258298626,12.39476052,0.357644252,,,,,,,,,,
12.39676032,0.258009004,12.39676032,0.357243236,,,,,,,,,,
12.39876012,0.257719706,12.39876012,0.35684267,,,,,,,,,,
12.40075992,0.257430732,12.40075992,0.356442553,,,,,,,,,,
12.40275972,0.257142083,12.40275972,0.356042884,,,,,,,,,,
12.40475952,0.256853757,12.40475952,0.355643664,,,,,,,,,,
12.40675932,0.256565755,12.40675932,0.355244891,,,,,,,,,,
12.40875912,0.256278075,12.40875912,0.354846565,,,,,,,,,,
12.41075892,0.255990718,12.41075892,0.354448686,,,,,,,,,,
12.41275872,0.255703683,12.41275872,0.354051253,,,,,,,,,,
12.41475852,0.25541697,12.41475852,0.353654266,,,,,,,,,,
12.41675832,0.255130579,12.41675832,0.353257724,,,,,,,,,,
12.41875812,0.254844508,12.41875812,0.352861627,,,,,,,,,,
12.42075792,0.254558759,12.42075792,0.352465973,,,,,,,,,,
12.42275772,0.254273329,12.42275772,0.352070764,,,,,,,,,,
12.42475752,0.25398822,12.42475752,0.351675997,,,,,,,,,,
12.42675732,0.253703431,12.42675732,0.351281673,,,,,,,,,,
12.42875712,0.25341896,12.42875712,0.350887791,,,,,,,,,,
12.43075692,0.253134809,12.43075692,0.350494351,,,,,,,,,,
12.43275672,0.252850977,12.43275672,0.350101352,,,,,,,,,,
12.43475652,0.252567462,12.43475652,0.349708794,,,,,,,,,,
12.43675632,0.252284266,12.43675632,0.349316676,,,,,,,,,,
12.43875612,0.252001387,12.43875612,0.348924997,,,,,,,,,,
12.44075592,0.251718825,12.44075592,0.348533758,,,,,,,,,,
12.44275572,0.25143658,12.44275572,0.348142957,,,,,,,,,,
12.44475552,0.251154652,12.44475552,0.347752595,,,,,,,,,,
12.44675532,0.25087304,12.44675532,0.34736267,,,,,,,,,,
12.44875512,0.250591743,12.44875512,0.346973183,,,,,,,,,,
12.45075492,0.250310762,12.45075492,0.346584132,,,,,,,,,,
12.45275472,0.250030096,12.45275472,0.346195518,,,,,,,,,,
12.45475452,0.249749745,12.45475452,0.345807339,,,,,,,,,,
12.45675432,0.249469708,12.45675432,0.345419595,,,,,,,,,,
12.45875412,0.249189985,12.45875412,0.345032286,,,,,,,,,,
12.46075392,0.248910575,12.46075392,0.344645412,,,,,,,,,,
12.46275372,0.248631479,12.46275372,0.344258971,,,,,,,,,,
12.46475352,0.248352696,12.46475352,0.343872964,,,,,,,,,,
12.46675332,0.248074225,12.46675332,0.343487389,,,,,,,,,,
12.46875312,0.247796067,12.46875312,0.343102247,,,,,,,,,,
12.47075292,0.247518221,12.47075292,0.342717536,,,,,,,,,,
12.47275272,0.247240686,12.47275272,0.342333257,,,,,,,,,,
12.47475252,0.246963462,12.47475252,0.341949409,,,,,,,,,,
12.47675232,0.246686549,12.47675232,0.341565991,,,,,,,,,,
12.47875212,0.246409947,12.47875212,0.341183004,,,,,,,,,,
12.48075192,0.246133655,12.48075192,0.340800445,,,,,,,,,,
12.48275172,0.245857672,12.48275172,0.340418316,,,,,,,,,,
12.48475152,0.245581999,12.48475152,0.340036615,,,,,,,,,,
12.48675132,0.245306636,12.48675132,0.339655342,,,,,,,,,,
12.48875112,0.245031581,12.48875112,0.339274496,,,,,,,,,,
12.49075092,0.244756834,12.49075092,0.338894078,,,,,,,,,,
12.49275072,0.244482395,12.49275072,0.338514086,,,,,,,,,,
12.49475052,0.244208264,12.49475052,0.33813452,,,,,,,,,,
12.49675032,0.243934441,12.49675032,0.33775538,,,,,,,,,,
12.49875012,0.243660924,12.49875012,0.337376664,,,,,,,,,,
12.50074993,0.243387715,12.50074993,0.336998374,,,,,,,,,,
12.50274973,0.243114811,12.50274973,0.336620508,,,,,,,,,,
12.50474953,0.242842214,12.50474953,0.336243065,,,,,,,,,,
12.50674933,0.242569922,12.50674933,0.335866046,,,,,,,,,,
12.50874913,0.242297935,12.50874913,0.335489449,,,,,,,,,,
12.51074893,0.242026254,12.51074893,0.335113274,,,,,,,,,,
12.51274873,0.241754877,12.51274873,0.334737522,,,,,,,,,,
12.51474853,0.241483804,12.51474853,0.334362191,,,,,,,,,,
12.51674833,0.241213036,12.51674833,0.33398728,,,,,,,,,,
12.51874813,0.240942571,12.51874813,0.33361279,,,,,,,,,,
12.52074793,0.240672409,12.52074793,0.33323872,,,,,,,,,,
12.52274773,0.24040255,12.52274773,0.332865069,,,,,,,,,,
12.52474753,0.240132994,12.52474753,0.332491837,,,,,,,,,,
12.52674733,0.23986374,12.52674733,0.332119024,,,,,,,,,,
12.52874713,0.239594787,12.52874713,0.331746629,,,,,,,,,,
12.53074693,0.239326137,12.53074693,0.331374651,,,,,,,,,,
12.53274673,0.239057788,12.53274673,0.33100309,,,,,,,,,,
12.53474653,0.238789739,12.53474653,0.330631946,,,,,,,,,,
12.53674633,0.238521991,12.53674633,0.330261219,,,,,,,,,,
12.53874613,0.238254544,12.53874613,0.329890906,,,,,,,,,,
12.54074593,0.237987396,12.54074593,0.32952101,,,,,,,,,,
12.54274573,0.237720548,12.54274573,0.329151527,,,,,,,,,,
12.54474553,0.237453999,12.54474553,0.328782459,,,,,,,,,,
12.54674533,0.237187748,12.54674533,0.328413805,,,,,,,,,,
12.54874513,0.236921797,12.54874513,0.328045565,,,,,,,,,,
12.55074493,0.236656143,12.55074493,0.327677737,,,,,,,,,,
12.55274473,0.236390788,12.55274473,0.327310322,,,,,,,,,,
12.55474453,0.23612573,12.55474453,0.326943318,,,,,,,,,,
12.55674433,0.235860969,12.55674433,0.326576726,,,,,,,,,,
12.55874413,0.235596505,12.55874413,0.326210545,,,,,,,,,,
12.56074393,0.235332338,12.56074393,0.325844775,,,,,,,,,,
12.56274373,0.235068466,12.56274373,0.325479415,,,,,,,,,,
12.56474353,0.234804891,12.56474353,0.325114465,,,,,,,,,,
12.56674333,0.234541611,12.56674333,0.324749923,,,,,,,,,,
12.56874313,0.234278627,12.56874313,0.324385791,,,,,,,,,,
12.57074293,0.234015937,12.57074293,0.324022067,,,,,,,,,,
12.57274273,0.233753542,12.57274273,0.32365875,,,,,,,,,,
12.57474253,0.233491441,12.57474253,0.323295841,,,,,,,,,,
12.57674233,0.233229634,12.57674233,0.322933339,,,,,,,,,,
12.57874213,0.23296812,12.57874213,0.322571244,,,,,,,,,,
12.58074193,0.2327069,12.58074193,0.322209554,,,,,,,,,,
12.58274173,0.232445973,12.58274173,0.32184827,,,,,,,,,,
12.58474153,0.232185338,12.58474153,0.321487391,,,,,,,,,,
12.58674133,0.231924995,12.58674133,0.321126917,,,,,,,,,,
12.58874113,0.231664945,12.58874113,0.320766846,,,,,,,,,,
12.59074093,0.231405186,12.59074093,0.32040718,,,,,,,,,,
12.59274073,0.231145718,12.59274073,0.320047917,,,,,,,,,,
12.59474053,0.230886541,12.59474053,0.319689057,,,,,,,,,,
12.59674033,0.230627655,12.59674033,0.319330599,,,,,,,,,,
12.59874013,0.230369059,12.59874013,0.318972543,,,,,,,,,,
12.60073993,0.230110753,12.60073993,0.318614888,,,,,,,,,,
12.60273973,0.229852736,12.60273973,0.318257635,,,,,,,,,,
12.60473953,0.229595009,12.60473953,0.317900782,,,,,,,,,,
12.60673933,0.229337571,12.60673933,0.317544329,,,,,,,,,,
12.60873913,0.229080422,12.60873913,0.317188276,,,,,,,,,,
12.61073893,0.22882356,12.61073893,0.316832622,,,,,,,,,,
12.61273873,0.228566987,12.61273873,0.316477367,,,,,,,,,,
12.61473853,0.228310702,12.61473853,0.31612251,,,,,,,,,,
12.61673833,0.228054704,12.61673833,0.315768052,,,,,,,,,,
12.61873813,0.227798993,12.61873813,0.31541399,,,,,,,,,,
12.62073793,0.227543569,12.62073793,0.315060326,,,,,,,,,,
12.62273773,0.227288431,12.62273773,0.314707058,,,,,,,,,,
12.62473753,0.227033579,12.62473753,0.314354186,,,,,,,,,,
12.62673733,0.226779013,12.62673733,0.31400171,,,,,,,,,,
12.62873713,0.226524732,12.62873713,0.313649629,,,,,,,,,,
12.63073693,0.226270737,12.63073693,0.313297943,,,,,,,,,,
12.63273673,0.226017026,12.63273673,0.312946652,,,,,,,,,,
12.63473653,0.2257636,12.63473653,0.312595754,,,,,,,,,,
12.63673633,0.225510458,12.63673633,0.312245249,,,,,,,,,,
12.63873613,0.2252576,12.63873613,0.311895138,,,,,,,,,,
12.64073593,0.225005025,12.64073593,0.311545419,,,,,,,,,,
12.64273573,0.224752733,12.64273573,0.311196092,,,,,,,,,,
12.64473553,0.224500725,12.64473553,0.310847157,,,,,,,,,,
12.64673533,0.224248999,12.64673533,0.310498614,,,,,,,,,,
12.64873513,0.223997555,12.64873513,0.310150461,,,,,,,,,,
12.65073493,0.223746393,12.65073493,0.309802698,,,,,,,,,,
12.65273473,0.223495513,12.65273473,0.309455326,,,,,,,,,,
12.65473453,0.223244914,12.65473453,0.309108342,,,,,,,,,,
12.65673433,0.222994596,12.65673433,0.308761748,,,,,,,,,,
12.65873413,0.222744559,12.65873413,0.308415543,,,,,,,,,,
12.66073393,0.222494802,12.66073393,0.308069726,,,,,,,,,,
12.66273373,0.222245325,12.66273373,0.307724296,,,,,,,,,,
12.66473353,0.221996128,12.66473353,0.307379254,,,,,,,,,,
12.66673333,0.22174721,12.66673333,0.307034599,,,,,,,,,,
12.66873313,0.221498572,12.66873313,0.30669033,,,,,,,,,,
12.67073293,0.221250212,12.67073293,0.306346447,,,,,,,,,,
12.67273273,0.22100213,12.67273273,0.30600295,,,,,,,,,,
12.67473253,0.220754327,12.67473253,0.305659838,,,,,,,,,,
12.67673233,0.220506802,12.67673233,0.30531711,,,,,,,,,,
12.67873213,0.220259554,12.67873213,0.304974767,,,,,,,,,,
12.68073193,0.220012584,12.68073193,0.304632808,,,,,,,,,,
12.68273173,0.21976589,12.68273173,0.304291232,,,,,,,,,,
12.68473153,0.219519473,12.68473153,0.30395004,,,,,,,,,,
12.68673133,0.219273332,12.68673133,0.303609229,,,,,,,,,,
12.68873113,0.219027468,12.68873113,0.303268801,,,,,,,,,,
12.69073093,0.218781879,12.69073093,0.302928755,,,,,,,,,,
12.69273073,0.218536565,12.69273073,0.30258909,,,,,,,,,,
12.69473053,0.218291526,12.69473053,0.302249806,,,,,,,,,,
12.69673033,0.218046763,12.69673033,0.301910902,,,,,,,,,,
12.69873013,0.217802273,12.69873013,0.301572378,,,,,,,,,,
12.70072993,0.217558058,12.70072993,0.301234234,,,,,,,,,,
12.70272973,0.217314116,12.70272973,0.300896469,,,,,,,,,,
12.70472953,0.217070449,12.70472953,0.300559083,,,,,,,,,,
12.70672933,0.216827054,12.70672933,0.300222075,,,,,,,,,,
12.70872913,0.216583932,12.70872913,0.299885444,,,,,,,,,,
12.71072893,0.216341083,12.71072893,0.299549192,,,,,,,,,,
12.71272873,0.216098506,12.71272873,0.299213316,,,,,,,,,,
12.71472853,0.215856201,12.71472853,0.298877817,,,,,,,,,,
12.71672833,0.215614168,12.71672833,0.298542694,,,,,,,,,,
12.71872813,0.215372406,12.71872813,0.298207947,,,,,,,,,,
12.72072793,0.215130915,12.72072793,0.297873575,,,,,,,,,,
12.72272773,0.214889696,12.72272773,0.297539578,,,,,,,,,,
12.72472753,0.214648746,12.72472753,0.297205956,,,,,,,,,,
12.72672733,0.214408067,12.72672733,0.296872708,,,,,,,,,,
12.72872713,0.214167657,12.72872713,0.296539833,,,,,,,,,,
12.73072693,0.213927517,12.73072693,0.296207332,,,,,,,,,,
12.73272673,0.213687647,12.73272673,0.295875203,,,,,,,,,,
12.73472653,0.213448045,12.73472653,0.295543447,,,,,,,,,,
12.73672633,0.213208712,12.73672633,0.295212063,,,,,,,,,,
12.73872613,0.212969648,12.73872613,0.29488105,,,,,,,,,,
12.74072593,0.212730851,12.74072593,0.294550409,,,,,,,,,,
12.74272573,0.212492322,12.74272573,0.294220138,,,,,,,,,,
12.74472553,0.212254061,12.74472553,0.293890238,,,,,,,,,,
12.74672533,0.212016067,12.74672533,0.293560708,,,,,,,,,,
12.74872513,0.211778339,12.74872513,0.293231547,,,,,,,,,,
12.75072493,0.211540878,12.75072493,0.292902755,,,,,,,,,,
12.75272473,0.211303684,12.75272473,0.292574332,,,,,,,,,,
12.75472453,0.211066755,12.75472453,0.292246277,,,,,,,,,,
12.75672433,0.210830092,12.75672433,0.291918589,,,,,,,,,,
12.75872413,0.210593695,12.75872413,0.29159127,,,,,,,,,,
12.76072393,0.210357562,12.76072393,0.291264317,,,,,,,,,,
12.76272373,0.210121695,12.76272373,0.290937731,,,,,,,,,,
12.76472353,0.209886091,12.76472353,0.290611511,,,,,,,,,,
12.76672333,0.209650752,12.76672333,0.290285657,,,,,,,,,,
12.76872313,0.209415677,12.76872313,0.289960168,,,,,,,,,,
12.77072293,0.209180865,12.77072293,0.289635044,,,,,,,,,,
12.77272273,0.208946317,12.77272273,0.289310285,,,,,,,,,,
12.77472253,0.208712032,12.77472253,0.28898589,,,,,,,,,,
12.77672233,0.208478009,12.77672233,0.288661859,,,,,,,,,,
12.77872213,0.208244249,12.77872213,0.288338191,,,,,,,,,,
12.78072193,0.208010751,12.78072193,0.288014886,,,,,,,,,,
12.78272173,0.207777514,12.78272173,0.287691943,,,,,,,,,,
12.78472153,0.20754454,12.78472153,0.287369363,,,,,,,,,,
12.78672133,0.207311826,12.78672133,0.287047144,,,,,,,,,,
12.78872113,0.207079373,12.78872113,0.286725286,,,,,,,,,,
12.79072093,0.206847182,12.79072093,0.28640379,,,,,,,,,,
12.79272073,0.20661525,12.79272073,0.286082654,,,,,,,,,,
12.79472053,0.206383578,12.79472053,0.285761878,,,,,,,,,,
12.79672033,0.206152166,12.79672033,0.285441461,,,,,,,,,,
12.79872013,0.205921014,12.79872013,0.285121404,,,,,,,,,,
12.80071993,0.205690121,12.80071993,0.284801706,,,,,,,,,,
12.80271973,0.205459487,12.80271973,0.284482366,,,,,,,,,,
12.80471953,0.205229111,12.80471953,0.284163385,,,,,,,,,,
12.80671933,0.204998994,12.80671933,0.283844761,,,,,,,,,,
12.80871913,0.204769134,12.80871913,0.283526494,,,,,,,,,,
12.81071893,0.204539533,12.81071893,0.283208584,,,,,,,,,,
12.81271873,0.204310189,12.81271873,0.28289103,,,,,,,,,,
12.81471853,0.204081102,12.81471853,0.282573833,,,,,,,,,,
12.81671833,0.203852272,12.81671833,0.282256991,,,,,,,,,,
12.81871813,0.203623698,12.81871813,0.281940505,,,,,,,,,,
12.82071793,0.203395381,12.82071793,0.281624373,,,,,,,,,,
12.82271773,0.20316732,12.82271773,0.281308596,,,,,,,,,,
12.82471753,0.202939514,12.82471753,0.280993173,,,,,,,,,,
12.82671733,0.202711964,12.82671733,0.280678104,,,,,,,,,,
12.82871713,0.202484669,12.82871713,0.280363388,,,,,,,,,,
12.83071693,0.202257629,12.83071693,0.280049025,,,,,,,,,,
12.83271673,0.202030843,12.83271673,0.279735014,,,,,,,,,,
12.83471653,0.201804312,12.83471653,0.279421355,,,,,,,,,,
12.83671633,0.201578035,12.83671633,0.279108048,,,,,,,,,,
12.83871613,0.201352011,12.83871613,0.278795093,,,,,,,,,,
12.84071593,0.201126241,12.84071593,0.278482488,,,,,,,,,,
12.84271573,0.200900725,12.84271573,0.278170234,,,,,,,,,,
12.84471553,0.20067546,12.84471553,0.27785833,,,,,,,,,,
12.84671533,0.200450449,12.84671533,0.277546776,,,,,,,,,,
12.84871513,0.20022569,12.84871513,0.277235571,,,,,,,,,,
12.85071493,0.200001183,12.85071493,0.276924714,,,,,,,,,,
12.85271473,0.199776927,12.85271473,0.276614207,,,,,,,,,,
12.85471453,0.199552923,12.85471453,0.276304048,,,,,,,,,,
12.85671433,0.19932917,12.85671433,0.275994236,,,,,,,,,,
12.85871413,0.199105669,12.85871413,0.275684772,,,,,,,,,,
12.86071393,0.198882417,12.86071393,0.275375655,,,,,,,,,,
12.86271373,0.198659416,12.86271373,0.275066884,,,,,,,,,,
12.86471353,0.198436665,12.86471353,0.27475846,,,,,,,,,,
12.86671333,0.198214164,12.86671333,0.274450381,,,,,,,,,,
12.86871313,0.197991912,12.86871313,0.274142648,,,,,,,,,,
12.87071293,0.19776991,12.87071293,0.27383526,,,,,,,,,,
12.87271273,0.197548156,12.87271273,0.273528217,,,,,,,,,,
12.87471253,0.197326652,12.87471253,0.273221517,,,,,,,,,,
12.87671233,0.197105395,12.87671233,0.272915162,,,,,,,,,,
12.87871213,0.196884386,12.87871213,0.272609151,,,,,,,,,,
12.88071193,0.196663626,12.88071193,0.272303482,,,,,,,,,,
12.88271173,0.196443113,12.88271173,0.271998156,,,,,,,,,,
12.88471153,0.196222847,12.88471153,0.271693173,,,,,,,,,,
12.88671133,0.196002828,12.88671133,0.271388531,,,,,,,,,,
12.88871113,0.195783056,12.88871113,0.271084231,,,,,,,,,,
12.89071093,0.19556353,12.89071093,0.270780272,,,,,,,,,,
12.89271073,0.19534425,12.89271073,0.270476654,,,,,,,,,,
12.89471053,0.195125217,12.89471053,0.270173377,,,,,,,,,,
12.89671033,0.194906429,12.89671033,0.26987044,,,,,,,,,,
12.89871013,0.194687886,12.89871013,0.269567842,,,,,,,,,,
12.90070993,0.194469588,12.90070993,0.269265583,,,,,,,,,,
12.90270973,0.194251535,12.90270973,0.268963664,,,,,,,,,,
12.90470953,0.194033726,12.90470953,0.268662083,,,,,,,,,,
12.90670933,0.193816162,12.90670933,0.26836084,,,,,,,,,,
12.90870913,0.193598842,12.90870913,0.268059935,,,,,,,,,,
12.91070893,0.193381765,12.91070893,0.267759367,,,,,,,,,,
12.91270873,0.193164932,12.91270873,0.267459136,,,,,,,,,,
12.91470853,0.192948342,12.91470853,0.267159242,,,,,,,,,,
12.91670833,0.192731994,12.91670833,0.266859685,,,,,,,,,,
12.91870813,0.19251589,12.91870813,0.266560463,,,,,,,,,,
12.92070793,0.192300027,12.92070793,0.266261576,,,,,,,,,,
12.92270773,0.192084407,12.92270773,0.265963025,,,,,,,,,,
12.92470753,0.191869028,12.92470753,0.265664809,,,,,,,,,,
12.92670733,0.191653891,12.92670733,0.265366927,,,,,,,,,,
12.92870713,0.191438996,12.92870713,0.265069378,,,,,,,,,,
12.93070693,0.191224341,12.93070693,0.264772164,,,,,,,,,,
12.93270673,0.191009926,12.93270673,0.264475283,,,,,,,,,,
12.93470653,0.190795753,12.93470653,0.264178734,,,,,,,,,,
12.93670633,0.190581819,12.93670633,0.263882519,,,,,,,,,,
12.93870613,0.190368125,12.93870613,0.263586635,,,,,,,,,,
12.94070593,0.190154671,12.94070593,0.263291083,,,,,,,,,,
12.94270573,0.189941456,12.94270573,0.262995862,,,,,,,,,,
12.94470553,0.18972848,12.94470553,0.262700973,,,,,,,,,,
12.94670533,0.189515744,12.94670533,0.262406414,,,,,,,,,,
12.94870513,0.189303245,12.94870513,0.262112186,,,,,,,,,,
12.95070493,0.189090985,12.95070493,0.261818287,,,,,,,,,,
12.95270473,0.188878963,12.95270473,0.261524718,,,,,,,,,,
12.95470453,0.188667178,12.95470453,0.261231478,,,,,,,,,,
12.95670433,0.188455632,12.95670433,0.260938567,,,,,,,,,,
12.95870413,0.188244322,12.95870413,0.260645984,,,,,,,,,,
12.96070393,0.188033249,12.96070393,0.260353729,,,,,,,,,,
12.96270373,0.187822413,12.96270373,0.260061802,,,,,,,,,,
12.96470353,0.187611813,12.96470353,0.259770203,,,,,,,,,,
12.96670333,0.18740145,12.96670333,0.25947893,,,,,,,,,,
12.96870313,0.187191322,12.96870313,0.259187984,,,,,,,,,,
12.97070293,0.18698143,12.97070293,0.258897364,,,,,,,,,,
12.97270273,0.186771773,12.97270273,0.25860707,,,,,,,,,,
12.97470253,0.186562351,12.97470253,0.258317102,,,,,,,,,,
12.97670233,0.186353164,12.97670233,0.258027458,,,,,,,,,,
12.97870213,0.186144212,12.97870213,0.25773814,,,,,,,,,,
12.98070193,0.185935494,12.98070193,0.257449146,,,,,,,,,,
12.98270173,0.18572701,12.98270173,0.257160476,,,,,,,,,,
12.98470153,0.18551876,12.98470153,0.256872129,,,,,,,,,,
12.98670133,0.185310743,12.98670133,0.256584106,,,,,,,,,,
12.98870113,0.18510296,12.98870113,0.256296406,,,,,,,,,,
12.99070093,0.184895409,12.99070093,0.256009028,,,,,,,,,,
12.99270073,0.184688092,12.99270073,0.255721973,,,,,,,,,,
12.99470053,0.184481006,12.99470053,0.255435239,,,,,,,,,,
12.99670033,0.184274153,12.99670033,0.255148827,,,,,,,,,,
12.99870013,0.184067532,12.99870013,0.254862737,,,,,,,,,,
13.00069993,0.183861142,13.00069993,0.254576966,,,,,,,,,,
13.00269973,0.183654984,13.00269973,0.254291517,,,,,,,,,,
13.00469953,0.183449057,13.00469953,0.254006387,,,,,,,,,,
13.00669933,0.183243361,13.00669933,0.253721577,,,,,,,,,,
13.00869913,0.183037896,13.00869913,0.253437087,,,,,,,,,,
13.01069893,0.182832661,13.01069893,0.253152915,,,,,,,,,,
13.01269873,0.182627656,13.01269873,0.252869062,,,,,,,,,,
13.01469853,0.182422881,13.01469853,0.252585528,,,,,,,,,,
13.01669833,0.182218336,13.01669833,0.252302311,,,,,,,,,,
13.01869813,0.18201402,13.01869813,0.252019412,,,,,,,,,,
13.02069793,0.181809933,13.02069793,0.25173683,,,,,,,,,,
13.02269773,0.181606075,13.02269773,0.251454565,,,,,,,,,,
13.02469753,0.181402445,13.02469753,0.251172616,,,,,,,,,,
13.02669733,0.181199044,13.02669733,0.250890984,,,,,,,,,,
13.02869713,0.180995871,13.02869713,0.250609667,,,,,,,,,,
13.03069693,0.180792926,13.03069693,0.250328666,,,,,,,,,,
13.03269673,0.180590208,13.03269673,0.25004798,,,,,,,,,,
13.03469653,0.180387717,13.03469653,0.249767609,,,,,,,,,,
13.03669633,0.180185454,13.03669633,0.249487552,,,,,,,,,,
13.03869613,0.179983417,13.03869613,0.249207808,,,,,,,,,,
13.04069593,0.179781607,13.04069593,0.248928379,,,,,,,,,,
13.04269573,0.179580023,13.04269573,0.248649263,,,,,,,,,,
13.04469553,0.179378666,13.04469553,0.24837046,,,,,,,,,,
13.04669533,0.179177534,13.04669533,0.24809197,,,,,,,,,,
13.04869513,0.178976627,13.04869513,0.247813791,,,,,,,,,,
